,URL,名前,メンバー,人数,性別,別名,結成年,結成-1-1,解散年,解散-1-1,事務所,活動時期,師匠,出身,影響,出会い,旧コンビ名,旧トリオ名,旧グループ名,現在の活動状況,芸種,ネタ作成者,現在の代表番組,過去の代表番組,同期,公式サイト,受賞歴,YouTube
246,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%9F%E3%83%8A%E3%83%AA_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カミナリ (お笑いコンビ),竹内 まなぶ 石田 たくみ,2,11,,2011年,2011/1/1,,,グレープカンパニー,2011年4月 -,,,,保育園,ブッダ,,,ライブ・テレビ・ラジオなど,漫才、コント,両者[1],,,コロコロチキチキペッパーズ 霜降り明星 しゅんしゅんクリニックP ベン山形 ゆにばーす バビロン ランパンプス ヒガシ逢ウサカ ハナコ 平野ノラ アイクぬわら（超新塾） など,https://grapecom.jp/talent_writer/kaminari/,2016年 M-1グランプリ 決勝7位 2017年 M-1グランプリ 決勝9位,
247,https://ja.wikipedia.org/wiki/%E9%9B%B7%E3%82%B8%E3%83%A3%E3%82%AF%E3%82%BD%E3%83%B3,雷ジャクソン,黒木俊彦 高本剛志,2,11,かみジャク,,,,,松竹芸能,,,,,,いしまる,,,,,,,パクパクTVなど,,https://www.shochikugeino.co.jp/talents/kaminarijackson,2008年 第9回「笑わんかい」優秀賞受賞,
248,https://ja.wikipedia.org/wiki/GUM%E3%82%B7%E3%83%AD%E3%83%83%E3%83%97,GUMシロップ,加藤 章宏 リアルカンガルー,2,11,,2007年7月,2007/1/17,,,トップ・カラー,,,,,,,,,,漫才,,,,,,,
249,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%A1%E3%83%AC%E3%82%AA%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カメレオン (お笑いコンビ),松浪拓矢 古家後惣一,2,11,,2006年 - 2009年,2006/1/1,,,松竹芸能,2006年 - 2009年,,,,,,,,解散（古家後はピン芸人で活動）,漫才,,,,,,,
250,https://ja.wikipedia.org/wiki/%E3%81%8B%E3%82%82%E3%82%81%E3%82%93%E3%81%9F%E3%82%8B,かもめんたる,岩崎 う大 槙尾 ユウスケ,2,11,,2007年,2007/1/1,,,サンミュージックプロダクション,2007年10月 -,,NSC東京校6期（う大）,志村けん、ダウンタウン（う大）,早稲田大学のお笑いサークルWAGE,劇団イワサキマキオ　WAGE（2001年-2006年3月）,,,演劇、ライブ、テレビ,コント,岩崎 う大,有吉の壁,爆笑トライアウト オンバト+ 内村とザワつく夜 など,友近 中川パラダイス（ウーマンラッシュアワー） とにかく明るい安村 安田大サーカス など,https://www.sunmusic-gp.co.jp/talent/kamomental/,2012年 キングオブコント2012 3位 2013年 キングオブコント2013 優勝 2016年 キングオブコント2016 5位 2018年 シモネタGP王者[1],
251,https://ja.wikipedia.org/wiki/%E3%81%8B%E3%82%89%E3%81%82%E3%81%92%E3%83%87%E3%82%A3%E3%82%B9%E3%82%B3,からあげディスコ,かえちゃーの 要田佑介,2,11,,2009年,2009/1/1,2014年,2014/1/1,プロダクション人力舎,2009年 - 2014年10月,,スクールJCA18期,,養成所,,,,解散（かえちゃーのは別コンビで活動）,コント,,,,おすし 昨日のカレーを温めて 地球 増山緑 ロマン峠 など,http://www.p-jinriki.com/pc/talent/karaagedisco/,2014年 コント新人大賞 決勝進出,
252,https://ja.wikipedia.org/wiki/%E3%81%8B%E3%82%89%E3%81%97%E8%93%AE%E6%A0%B9_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),からし蓮根 (お笑いコンビ),杉本青空 伊織,2,11,,2013年,2013/1/1,,,吉本興業,2013年 -,,NSC大阪校35期,,九州学院高等学校,,,,よしもと漫才劇場 ほか,漫才,杉本青空,,,ゆりやんレトリィバァ ガンバレルーヤ 濱田祐太郎 ラニーノーズ コウテイ ひょっこりはん おばたのお兄さんなど,https://profile.yoshimoto.co.jp/talent/detail?id=5233,2013年 ワラチャン! U-20お笑い日本一決定戦 決勝進出 2016年 第37回 今宮子供えびすマンザイ新人コンクール 優勝 2017年 第38回 ABCお笑いグランプリ 決勝進出 2019年 第8回 ytv漫才新人賞 優勝 2019年 M-1グランプリ 第6位,https://www.youtube.com/channel/UCoPXBUnsDEYA-FM4pbVDihw
253,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カラタチ (お笑いコンビ),大山和也 前田壮太,2,11,,2011年,2011/1/1,,,吉本興業,2010年 -,,NSC東京校16期,爆笑問題、パンクブーブー（前田） はんにゃ、オードリー（大山）,NSC,,,,ヨシモト∞ホール,漫才,前田壮太,,,やさしいズ ゆにばーす ダンビラムーチョ 霜降り明星 しゅんしゅんクリニックP ハナコ カミナリなど,,マイナビLaughter Night 4月月間チャンピオン,
254,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%A9%E3%83%86%E3%82%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カラテカ (お笑いコンビ),入江慎也 矢部太郎,2,11,,1997年,1997/1/1,2019年,2019/1/1,吉本興業 （入江:1997年 - 2019年 　矢部:1997年 - ),1997年11月 - 2019年6月,,,,東京都立保谷高等学校,,,,コンビでの活動は事実上解散,漫才・コント,入江慎也,,,バッドボーイズ ガリットチュウ あべこうじ ギンナナなど,,,
255,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AA%E3%82%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カリカ (お笑いコンビ),林克治 家城啓之,2,11,,1997年,1997/1/1,2011年,2011/1/1,吉本興業,1997年3月17日 - 2011年9月24日,,オーディション,,高校時代,,,,解散（林は引退、家城はピン芸人として活動後、脚本・演出家に転身）,漫才、コント,家城啓之,,新すぃ日本語 新すぃ○○! ヨシモト∞など,,,,
256,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%83%E3%83%88%E3%83%81%E3%83%A5%E3%82%A6,ガリットチュウ,熊谷茶 福島善成,2,11,,1998年,1998/1/1,,,よしもとクリエイティブ・エージェンシー,1999年 -,,NSC東京校2期,,NSC,ぐるぐるパー（福島） クリケット（熊谷）,,,テレビ・ライブなど,コント、ものまね,両者,,,佐久間一行 くまだまさし ギンナナなど,https://profile.yoshimoto.co.jp/talent/detail?id=448,,
257,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%90%E3%83%BC%E3%83%88%E3%83%B3%E3%83%8D%E3%83%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),ガリバートンネル (お笑いコンビ),川島佐助 三須友博,2,11,,2005年,2005/1/1,,,よしもとクリエイティブ・エージェンシー,2005年 - 2016年,,NSC東京校10期,,明治大学政治経済学部,,,,解散,コント、漫才,,,コンバット コンバットII,オリエンタルラジオ、はんにゃなど,http://search.yoshimoto.co.jp/talent_prf/?id=451,,
258,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%99%E3%83%B3%E3%82%BA,ガリベンズ,矢野正樹 新藤充,2,11,,2005年,2005/1/1,,,トップ・カラー,2005年 - 2016年,,,,浅井企画のタレントセミナー,,,,解散 （2人ともピン芸人として活動）,コント、ものまね、漫才,,,,,,,
259,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AA%E3%83%B3%E3%83%88%E3%82%A6_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カリントウ (お笑いコンビ),川畑 雅秀 宮本 昌彦,2,11,,2009年 2016年,2009/1/1,2014年,2014/1/1,吉本興業,2003年 - 2014年 2016年 -,,,,,スイミー船、 かりんとう,,,ライブ,,,,,,,,
260,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AB%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%B0_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),ガルウィング (お笑いコンビ),鈴木俊久 柴田嘉孝,2,11,,,,2014年8月,2014/1/18,ホリプロコム,,,目黒笑売塾4期生,,,,,,解散,漫才,,,バスで恋して、爆笑トライアウト,つぼます、(株)あまつか笑事 （目黒笑売塾での同期生）,http://com.horipro.co.jp/talent/ガルウィング/index.html,,
261,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%91%E3%83%81%E3%83%BC%E3%83%8E,カルパチーノ,田中亮二 ,2,11,猪俣陽介,,,2009年,2009/1/1,吉本興業→フリー,,,大阪NSC28期,,,,,,歌手（田中亮二）,漫才,,,,,,,
262,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AC%E3%83%BC_(%E3%81%8A%E7%AC%91%E3%81%84),カレー (お笑い),星川達朗 西光海,2,11,,2006年,2006/1/1,2010年,2010/1/1,トゥインクル・コーポレーション,2006年 - 2010年,,,,,,,,星川のみ活動,コント,,,爆笑トライアウト,,http://www.twinkle-co.co.jp/profile/kare.html,キングオブコント2009 準決勝進出,
263,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AC%E3%83%83%E3%82%B8%E3%82%BB%E3%83%BC%E3%83%AB,ガレッジセール,川田広樹 ゴリ,2,11,,1995年,1995/1/1,,,吉本興業,1995年 -,,渋谷公園劇場,,那覇市立松城中学校,ガレージセール,,,テレビ・ライブなど,コント,ゴリ,,天才てれびくんMAX ガガガガガレッジセール 笑っていいとも! ワンナイR&R きん☆すた にじいろジーン,タカアンドトシ ダイノジ 徳井義実（チュートリアル） ブラックマヨネーズ 次長課長 野性爆弾 シャンプーハット アンタッチャブル 豊本明長（東京03） おぎやはぎ バカリズム 永野 佐藤哲夫（パンクブーブー）など,,,
264,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AD%E3%82%A4%E3%83%B3,ガロイン,薗田剛 伴雅哉,2,11,,2007年,2007/1/1,,,フリー,2007年 -,,NSC東京校12期（伴）,,名古屋吉本,,,,,漫才,,,,,,M-1グランプリ2005 一回戦にてNTT西日本賞（薗田）,
265,https://ja.wikipedia.org/wiki/%E5%85%83%E7%A5%96%E3%81%84%E3%81%A1%E3%81%94%E3%81%A1%E3%82%83%E3%82%93,元祖いちごちゃん,植村侑史 ハイパーペロちゃん,2,11,,2014年,2014/1/1,,,オフィス北野 →フリー →浅井企画,2008年 -,,NSC東京校14期,,,,,,ライブ中心,コント,,,,ダイタク 山添寛（相席スタート） ソドム ゆきち先生 THE GREATEST HITS なめたらいかんぜよ。MARI アンチエイジ徳泉 井上虫歯二本 廣瀬優 親方 ウメボシエンジン 塩見フリーダム ひーちゃん ネルソンズなど,http://asaikikaku.co.jp/talent/profile/gansoichigochan,,
266,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%B3%E3%83%8B%E3%83%B3%E3%82%B0_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),カンニング (お笑いコンビ),竹山隆範 中島忠幸,2,11,,1992年,1992/1/1,2006年,2006/1/1,サンミュージック企画,1992年 - (竹山は、 相方の中島が亡くなっても「カンニング竹山」として仕事をしている),,,,小学校からの同級生。,,,,事実上解散（竹山はピンで活動）,,中島忠幸,なし,虎の門 エンタの神様 笑いの金メダル DAI★安BSフジNAVI 爆笑オンエアバトル など,,,,
267,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%B3%E3%83%95%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%AB,カンフーガール,伊藤じゅん 見附拓摩,2,11,,2011年,2011/1/1,,,ニュースタッフプロダクション,2011年 - 2019年,,,,,,,,,漫才･コント,,,,,http://newstaffpro.com/talent/profile.html?cid=16,歌ネタ王決定戦2017準決勝進出,
268,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%B3%E3%83%AA%E3%82%AD,ガンリキ,佐橋大輔 是永尚芳,2,11,,2003年,2003/1/1,,,プロモーション・ススム,2003年 -,,,,,,,,,漫才,,,,,,,
269,https://ja.wikipedia.org/wiki/%E9%BB%84%E8%89%B2%E3%81%AE%E3%82%B3%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%88,黄色のコンセント,中村豪 安井順平,2,11,,2005年6月,2005/1/16,,,ワタナベエンターテインメント,2005年 -,,,,トークライブイベント,,,,トーク・ライブなど,コント,,,LIVE BANG! 爆笑オンエアバトル など,,,,
270,https://ja.wikipedia.org/wiki/%E7%A5%87%E5%9C%92_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),祇園 (お笑いコンビ),木﨑太郎 櫻井健一朗,2,11,,,,,,吉本興業[1],2008年[1] -,,NSC大阪校28期[2],,,,,,よしもと漫才劇場・なんばグランド花月・テレビ・ラジオ・ライブなど,漫才[1]、コント,両者,,,稲田直樹（アインシュタイン） ラフ次元 ななまがり すゑひろがりず 向井慧（パンサー） チョコレートプラネット シソンヌなど,https://profile.yoshimoto.co.jp/talent/detail?id=2846,2015年 第4回ytv漫才新人賞第5位 2016年 第1回上方漫才協会大賞 トータルコーディネイト賞 2018年 第53回上方漫才大賞 新人賞,https://www.youtube.com/channel/UC9hGhPopyC3HcCp17cLXcig
271,https://ja.wikipedia.org/wiki/%E3%82%AE%E3%82%AC%E3%82%B9%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5,ギガスラッシュ,マサルコ ヤマト,2,11,,2016年,2016/1/1,2017年,2017/1/1,吉本興業,2016年4月 - 2017年1月6日,,スクールJCA22期（ヤマト） NSC東京校21期,,,ギガスラッシュ,,,解散（マサルコはピン、ヤマトは別コンビで活動）,漫才,,,めちゃ×2イケてるッ! 前略、西東さん など,ペコリーノ いるかパンチ ネイチャーバーガー など,,,
272,https://ja.wikipedia.org/wiki/%E3%81%8D%E3%81%90%E3%82%8B%E3%81%BF%E3%83%94%E3%82%A8%E3%83%AD,きぐるみピエロ,小林けん太 小池直道,2,11,,1997年,1997/1/1,2006年,2006/1/1,マセキ芸能社,1997年 - 2006年,,,,,,,,解散（小林のみピンで活動）,コント,,なし,爆笑オンエアバトル など,パックンマックン、いとうあさこ、エレキコミック、インスタントジョンソン、シャカ、ライセンス,,,
273,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%82%B5%E3%83%A9%E3%82%AE_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),キサラギ (お笑いコンビ),富樫啓郎 上野悠介,2,11,,2010年,2010/1/1,,,ワタナベエンターテインメント,2010年 -,,ワタナベコメディスクール12期,,料理専門学校の同級生,,,,ライブ、テレビなど,コント,富樫啓郎,,,ハナコ クマムシ エイトブリッジ がじゅまるなど,,,
274,https://ja.wikipedia.org/wiki/%E3%81%8D%E3%81%97%E3%81%9F%E3%81%8B%E3%81%AE,きしたかの,岸大将 高野正成,2,11,,2012年,2012/1/1,,,マセキ芸能社,2012年 -,,ワタナベコメディスクール14期,ダウンタウン,中学校の同級生,,,,ライブ・テレビ等,コント、漫才,岸大将,,,サツマカワRPG シティホテル3号室 さんだる チュランペット トキヨアキイなど,,,
275,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%82%B9%E3%82%AD%E3%82%B9%E3%83%90%E3%83%B3%E3%83%90%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),キスキスバンバン (お笑いコンビ),嶋原泰裕 高橋良昭,2,11,,2004年,2004/1/1,2011年,2011/1/1,マセキ芸能社,2004年 - 2011年6月14日,,,,,,,,解散,コント,,,爆笑オンエアバトルなど,,,,
276,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%82%BA%E3%83%8A_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),キズナ (お笑いコンビ),小野大樹 武田裕司,2,11,,2016年,2016/1/1,,,プロダクション人力舎,2016年12月28日 -,,スクールJCA15期（小野） NSC大阪校27期、 スクールJCA16期（武田）,おぎやはぎ（小野） とんねるず（武田） アンタッチャブル（両者）,,イシクラノオノ、 いきるゆうき（小野） ブルドック、 ザンゼンジ（武田）,,,ライブ、テレビなど,コント,小野大樹,,,ういろうプリンなど（小野） NSC GAG フルーツポンチなど スクールJCA たきおと 荒ぶる神々など（武田）,http://www.p-jinriki.com/sp/talent/kizuna/,,
277,https://ja.wikipedia.org/wiki/%E6%9C%A8%E7%94%B0%E9%B6%B4%E5%A4%AB%E3%83%BB%E4%BA%80%E5%A4%AB,木田鶴夫・亀夫,木田鶴夫 木田亀夫,2,11,,,,,,,1960年代,並木一路・宮田洋,,,,,,,,漫才,,,,,,1957年 第2回NHK新人演芸大賞 優勝,
278,https://ja.wikipedia.org/wiki/%E3%82%AE%E3%83%81,ギチ,青柳貴哉 樋口聖典,2,11,,2010年,2010/1/1,,,よしもとクリエイティブ・エージェンシー（2017年10月まで） フリー（2017年11月より）,2010年 -,,NSC東京校15期,,,,,,ライブ,コント,,,,デニス、マテンロウ、おかずクラブ、西村ヒロチョ、ニューヨーク、など,,,
279,https://ja.wikipedia.org/wiki/%E3%81%8D%E3%81%A4%E3%81%AD_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),きつね (お笑いコンビ),大津 広次 淡路 幸誠,2,11,,2014年,2014/1/1,,,ホリプロコム,2014年4月[1] -,,目黒笑売塾,ラーメンズ,小学生時代からの幼馴染み,,,,テレビ・ライブなど,漫才（歌謡漫才）,両者（主に大津）,,,ダイタク ネルソンズ りんたろー。（EXIT） 山添寛（相席スタート） スパイク インディアンス セルライトスパなど,http://com.horipro.co.jp/talent/kitune/,歌ネタ王決定戦2019 準優勝 歌ネタ王決定戦2020 準優勝,
280,https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%83%AA%E3%82%A6%E3%83%B3%E3%82%BA,機動戦士リウンズ,中島拓人 脇坂仁慶,2,11,,,,2011年,2011/1/1,よしもとクリエイティブ・エージェンシー福岡事務所,,,福岡吉本17期,,,リウンズ,,,,コント、漫才,,,,ロンティーン,,,
281,https://ja.wikipedia.org/wiki/%E6%98%A8%E6%97%A5%E3%81%AE%E3%82%AB%E3%83%AC%E3%83%BC%E3%82%92%E6%B8%A9%E3%82%81%E3%81%A6,昨日のカレーを温めて,みんなのおさむ だれかのやす,2,11,,2010年,2010/1/1,,,プロダクション人力舎 →オフィス北野 →フリー,2010年5月 -,,スクールJCA18期,,神奈川県立麻溝台高等学校 ・ハンドボール部,温泉たまご,,,ライブ、テレビなど,コント、漫才,みんなのおさむ,,,センス爆発女 ロマン峠 マグ万平 藤野俊明（ぬえ） キャッチャー中澤 など,https://kinouno-karey.jimdofree.com/,,
282,https://ja.wikipedia.org/wiki/%E7%89%99%E4%B8%80%E6%97%8F,牙一族,兄者 キバジ,2,11,,2007年8月8日,2007/1/18,,,サンミュージックプロダクション,2007年 -,,,,,,,,テレビ・ライブなど,コント,,,エンタの神様 エンタの天使,,http://kibaichizoku.web.fc2.com/,,
283,https://ja.wikipedia.org/wiki/%E9%A8%8E%E5%85%B5%E9%9A%8A_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),騎兵隊 (お笑いコンビ),柳瀬暁生 野呂祐介,2,11,,1994年,1994/1/1,2006年,2006/1/1,吉本興業,1994年 - 2006年,島田紳助 (野呂),NSC大阪校13期生,,NSC大阪校,,,,解散（柳瀬は別コンビで活動）,漫才,,,クイズ!紳助くん（朝日放送）,次長課長 野性爆弾 ブラックマヨネーズ 徳井義実（チュートリアル）など,,今宮子供えびすマンザイ新人コンクール福笑い大賞（1996年）,
284,https://ja.wikipedia.org/wiki/%E3%81%8D%E3%81%BF%E3%81%A9%E3%82%8A,きみどり,土居宗将 古田敬一,2,11,,2014年,2014/1/1,,,よしもとクリエイティブ・エージェンシー,2014年 -,,NSC大阪校33期,,NSC,,,,よしもと漫才劇場,漫才,,,,コロコロチキチキペッパーズ、ZAZY、マユリカ、男性ブランコ、しゃかりき、ヒガシ逢ウサカ、霜降り明星、ネイビーズアフロ,,2017年 関西演芸しゃべくり話芸大賞優勝,
285,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%82%A4%E3%80%9C%E3%83%B3,キャイ?ン,天野 ひろゆき ウド鈴木,2,11,,1991年,1991/1/1,,,浅井企画,1991年 -,,,,山中伊知郎の紹介,ランドレース（ウド） コンビ解消（天野）,,,テレビ・ラジオ・ライブなど,漫才、コントなど,天野 ひろゆき,もしもツアーズ,100%キャイ?ン! いまあま・シネマガ ウリナリ!! 特上!天声慎吾 リンカーン,ずん FUJIWARA  バッファロー吾郎 なだぎ武ほか（ウド） 千原兄弟  くりぃむしちゅー  よゐこ  ナインティナインほか（天野）,http://asaikikaku.co.jp/talent/profile/kyaeen,,
